"Temperatura";"Vlaga";"Vjetar";"Sunce";"O3";"NO";"NO2"
"26.3806";"47.8401";"0.492778";"8.0013";"65.853";"1.34444";"3.33056"
"26.3388";"47.8917";"0.490556";"7.691";"66.031";"1.44444";"3.34444"
"26.4106";"47.8223";"0.66306";"7.5217";"68.322";"2.01111";"2.77222"
"26.2802";"47.293";"0.62333";"7.4154";"68.825";"1.85833";"3.19444"
"26.2654";"47.7118";"0.57";"7.3437";"70.164";"1.00556";"2.54722"
"26.1931";"48.3498";"0.228611";"7.1615";"69.447";"1.46944";"2.075"
"26.023";"48.5875";"0.329167";"6.977";"70.119";"0.62222";"1.94722"
"25.9408";"48.9438";"0.424444";"6.6363";"68.011";"0.82778";"2.93611"
"25.8908";"49.1146";"0.60167";"6.4453";"59.422";"3.825";"8.075"
"25.8685";"48.803";"0.55472";"6.2391";"69.758";"0.95";"3.37222"
"25.8655";"49.6311";"0.68222";"6.0178";"62.172";"1.25556";"5.0556"
"25.7604";"50.109";"0.60611";"5.8919";"52.844";"0.74444";"10.8833"
"25.704";"50.788";"0.359444";"5.8398";"36.4833";"1.78611";"20.0083"
"25.4861";"51.146";"0.1125";"5.7704";"32.9028";"1.80833";"23.2222"
"25.3487";"51.723";"0.333611";"5.7292";"35.1861";"1.87778";"21.3222"
"25.2535";"52.259";"0.50306";"5.4492";"30.5028";"1.42222";"22.875"
"25.1868";"52.495";"0.50917";"5.2452";"32.3944";"1.26667";"23.2056"
"25.0881";"52.685";"0.337778";"5.1562";"39.9444";"1.53056";"17.3667"
"24.9612";"53.289";"0.393611";"5.0499";"40.3528";"0.70833";"17.4722"
"24.8566";"53.947";"0.51139";"4.81987";"35.2083";"0.83056";"19.7972"
"24.7461";"54.328";"0.77028";"4.61588";"40.2889";"0.76944";"16.575"
"24.7211";"54.202";"0.57833";"4.54426";"45.9314";"1.42571";"11.9029"
"24.6697";"54.79";"0.81667";"4.42057";"45.4806";"2.66389";"10.8778"
"24.5825";"54.453";"0.54194";"4.18185";"49.5";"1.46667";"10.3333"
"24.4787";"54.636";"0.70806";"4.01692";"48.4333";"1.55";"10.1556"
"24.4505";"55.082";"0.54";"3.90841";"46.275";"1.53333";"10.5861"
"24.3457";"55.561";"0.66806";"3.84765";"41.7389";"0.68333";"12.3139"
"24.2941";"55.973";"0.69472";"3.71744";"38.3889";"1.41944";"14.3611"
"24.1476";"56.319";"0.68056";"3.53515";"37.3694";"0.61389";"15.3083"
"24.0503";"57.051";"0.70861";"3.444";"32.5195";"0.875";"17.1278"
"23.9733";"57.403";"0.425";"3.21397";"27.2611";"1.275";"19.9139"
"23.9175";"57.82";"0.72194";"3.05555";"28.9722";"2.38889";"19.6"
"23.8312";"58.232";"0.60194";"2.85373";"31.1083";"1.425";"17.8722"
"23.8038";"58.198";"0.351667";"2.69531";"26.6417";"1.85833";"20.5056"
"23.5927";"58.008";"0.427778";"2.6302";"24.6639";"1.11389";"22.3694"
"23.541";"58.234";"0.55167";"2.40234";"27.6861";"2.15278";"20.0111"
"23.4655";"58.707";"0.213611";"2.296";"29.7306";"1.23611";"20.2556"
"23.4058";"58.967";"0.4";"2.12022";"26.1056";"1.87222";"21.1583"
"23.3314";"59.572";"0.73528";"1.99218";"18.2806";"3.675";"26.3583"
"23.224";"59.752";"0.64833";"1.92491";"15.1556";"3.43056";"28.7556"
"23.1953";"59.624";"0.50222";"1.78819";"23.5389";"1.68611";"24.3972"
"23.1708";"59.635";"0.246389";"1.69704";"29.7194";"1.38056";"20.3333"
"23.2068";"59.209";"0.434722";"1.58853";"32.7056";"1.54444";"17.5167"
"23.2142";"59.613";"0.320833";"1.47569";"33.1111";"0.286111";"17.2722"
"23.0048";"59.902";"0.492778";"1.43228";"29.2083";"1.56111";"18.9444"
"22.9342";"59.946";"0.54556";"1.28905";"30.4833";"1.38889";"18.2778"
"22.903";"59.202";"0.92611";"1.2131";"37.375";"1.51667";"14.6806"
"22.9327";"58.952";"0.61694";"1.07204";"37.0972";"0.98889";"15.8111"
"22.9136";"58.468";"0.51194";"1.08289";"39.9556";"0.88889";"13.8889"
"22.9002";"58.011";"0.63333";"1.0026";"43.8056";"1.30833";"10.8389"
"22.9275";"58.209";"0.54222";"0.89843";"40.7167";"1.58056";"12.4556"
"22.9627";"58.081";"0.264167";"0.93749";"39.8111";"1.40278";"13.2861"
"22.9629";"58.646";"0.193889";"0.87673";"37.2944";"2.04167";"13.7333"
"22.8446";"59.262";"0.282222";"0.97438";"36.1028";"1.36389";"13.4417"
"22.7945";"59.715";"0.204444";"0.83767";"35.9972";"1.53333";"12.9056"
"22.6769";"59.844";"0.220833";"0.81596";"37.7667";"1.51111";"12.0556"
"22.6313";"60.08";"0.418611";"0.67925";"40.2389";"0.71667";"10.9611"
"22.5569";"60.022";"0.57917";"0.6098";"42.2471";"0.391176";"10.0647"
"22.5069";"60.183";"0.349444";"0.470913";"41.1167";"1.11389";"10.2944"
"22.4214";"60.817";"0.264167";"0.390617";"35.8139";"1.16667";"12.7861"
"22.4086";"60.998";"0.3425";"0.249558";"32.1917";"0.89444";"8.9833"
"22.4273";"61.525";"0.293333";"0.171433";"25.575";"1.76667";"0.72222"
"22.4167";"61.549";"0.435556";"0.160583";"19.6972";"0.76667";"-0.102778"
"22.3635";"62.149";"0.715";"0.056416";"20.92";"1.53429";"0.42"
"22.1007";"63.717";"1.04861";"-0.015198";"17.7333";"2.34444";"20.9306"
"21.979";"62.872";"0.88889";"-0.097664";"23.4889";"2.18056";"20.2667"
"22.0566";"61.971";"0.98389";"-0.026049";"28.8028";"2.48333";"16.1611"
"22.0549";"62.097";"0.76361";"-0.065112";"26.7167";"2.97778";"17.6"
"22.0252";"62.271";"0.57278";"-0.015198";"27.5722";"2.62778";"15.7667"
"22.0113";"62.536";"0.68389";"-0.19532";"26.5167";"1.61944";"16.45"
"21.9978";"62.824";"0.77889";"-0.112855";"25.4333";"1.73056";"16.3111"
"22.0052";"62.331";"1.01806";"-0.110684";"26.5361";"2.63056";"16.8889"
"22.0482";"62.267";"0.79";"-0.243063";"25.1417";"2.71667";"17.4056"
"22.0375";"60.871";"0.62528";"-0.049921";"42.0695";"0.95833";"7.4611"
"22.0035";"61.226";"0.364722";"-0.108514";"42.6889";"0.99167";"6.4944"
"21.9674";"61.406";"0.340833";"-0.030389";"40.8472";"1.09167";"7.6194"
"21.9737";"61.724";"0.55528";"-0.182299";"41.3778";"1.16944";"7.5111"
"21.9729";"61.026";"0.715";"-0.147577";"40.7222";"1.07222";"8.7139"
"22.0875";"60.796";"0.497222";"-0.240893";"39.9833";"-0.81389";"9.1306"
"22.0703";"61.816";"0.355";"-0.182299";"35.5972";"0.84167";"9.9694"
"21.7875";"62.218";"0.59694";"-0.334209";"33.7389";"0.575";"11.2472"
"21.6026";"63.275";"0.59833";"-0.35157";"31.6694";"1.19167";"12.5111"
"21.508";"63.438";"0.64972";"-0.379782";"31.3194";"2.03333";"13.55"
"21.4533";"63.459";"0.91806";"-0.381952";"37.7306";"1.35833";"9.5778"
"21.5039";"63.317";"0.99389";"-0.425355";"39.7056";"0.61667";"8.8444"
"21.4898";"63.605";"0.69722";"-0.440546";"38.4639";"1.73611";"7.825"
"21.5649";"62.164";"0.69778";"-0.35374";"42.0889";"1.375";"6.5917"
"21.6215";"61.933";"0.92861";"-0.418844";"39.2583";"2.10556";"7.2333"
"21.5412";"61.852";"0.68361";"-0.50782";"40.0139";"1.4";"6.7806"
"21.5375";"62.006";"0.52306";"-0.54471";"39.6889";"1.86667";"6.1389"
"21.4633";"61.416";"0.56028";"-0.50348";"40.1472";"0.91944";"6.9778"
"21.424";"61.279";"0.98722";"-0.6185";"39.9861";"0.86944";"6.9694"
"21.5169";"60.22";"1.0075";"-0.61199";"41.8429";"0.54";"6.2257"
"21.4783";"61.092";"1.03944";"-0.59246";"37.7361";"0.452778";"7.5556"
"21.3663";"61.611";"0.91722";"-0.62067";"36.925";"1.49444";"7.9056"
"21.321";"61.699";"0.71083";"-0.59246";"38.2167";"1.08889";"7.9556"
"21.3767";"61.448";"0.63056";"-0.67492";"40.4056";"0.84167";"6.1361"
"21.3262";"61.539";"0.95083";"-0.7053";"40.3639";"1.87778";"6.0639"
"21.3227";"61.685";"1.39639";"-0.78994";"41.3083";"1.94167";"4.86667"
"21.3401";"61.25";"0.88306";"-0.81164";"45.5194";"1.23056";"3.75556"
"21.3147";"61.404";"1.04722";"-0.71398";"45.3556";"1.11944";"3.61389"
"21.253";"61.287";"1.15417";"-0.7639";"40.5528";"0.75556";"5.7306"
"21.2003";"61.602";"0.96972";"-0.74437";"37.8389";"2.3";"7.7278"
"21.2526";"61.794";"0.93722";"-0.74871";"39.9111";"1.58611";"6.6972"
"21.2224";"61.385";"0.75583";"-0.80296";"42";"1.42222";"4.59444"
"21.2773";"61.01";"0.97611";"-0.83768";"45.5917";"0.80833";"3.61389"
"21.3659";"60.546";"1.4975";"-0.76607";"45.7639";"1.26111";"3.63056"
"21.4644";"59.695";"1.35028";"-0.72483";"48.0167";"1.85278";"2.71667"
"21.5178";"59.361";"1.38722";"-0.55773";"48.8528";"0.68333";"2.98889"
"21.5775";"59.095";"1.11917";"-0.468758";"49.2305";"0.94444";"2.09444"
"21.5369";"59.066";"1.01583";"-0.401483";"49.8167";"0.70278";"2.89444"
"21.4063";"58.856";"0.93139";"-0.477438";"49.8611";"1.98889";"1.61667"
"21.4299";"58.817";"0.77889";"-0.410164";"50.175";"0.64444";"2.20278"
"21.5022";"58.362";"1.2";"-0.407994";"50.978";"0.141667";"1.61944"
"21.6157";"58.037";"1.11722";"-0.371101";"49.5222";"1.53333";"1.49444"
"21.7756";"57.012";"1.14944";"-0.386292";"51.578";"0.975";"1.925"
"21.9264";"56.448";"1.08583";"-0.34506";"52.186";"1.21429";"2.56286"
"21.9178";"56.776";"1.43833";"-0.310337";"51.352";"1.24839";"2.1"
"21.9468";"56.61";"1.11583";"-0.256084";"50.878";"0.238889";"2.66389"
"21.99";"56.742";"1.30833";"-0.180129";"51.447";"0.197222";"2.34722"
"21.9117";"57.125";"0.97";"-0.132386";"50.9";"1.38889";"1.85556"
"21.6465";"57.347";"1.11444";"-0.147577";"51.097";"1.80833";"0.388889"
"21.6419";"57.364";"0.97333";"-0.143237";"51.467";"-0.058333";"2.69444"
"21.6209";"57.508";"0.86833";"-0.162768";"51";"-0.461111";"2.04722"
"21.6185";"57.536";"0.76472";"-0.277785";"51.697";"0.81714";"1.28286"
"21.5684";"58.083";"1.28111";"-0.253914";"50.7";"0.69444";"1.51111"
"21.5977";"57.415";"0.87028";"-0.332039";"51.508";"1.89444";"-0.56667"
"21.6463";"57.597";"1.12611";"-0.366761";"51";"1.30278";"3.39444"
"21.6905";"57.342";"0.495833";"-0.325528";"49.6278";"0.113889";"3.07222"
"21.7474";"57.459";"0.75528";"-0.325528";"50.856";"0.477778";"2.875"
"21.7656";"57.603";"1.40611";"-0.34723";"49.8083";"0.73889";"2.73056"
"21.7817";"56.361";"1.3625";"-0.286466";"52.575";"0.58611";"1.56944"
"21.8407";"56.208";"1.18167";"-0.125876";"52.736";"0.222222";"2.05833"
"21.7791";"56.541";"1.36028";"-0.110684";"52.686";"0.76111";"2.19444"
"21.6467";"57.151";"1.37111";"0.010843";"51.892";"1.33056";"2.03611"
"21.5612";"57.545";"0.96472";"-0.093323";"51.164";"0.96389";"1.975"
"21.548";"57.853";"0.79806";"-0.217021";"50.817";"1.30556";"1.91667"
"21.5215";"57.75";"0.92056";"-0.256084";"50.908";"0.71944";"2.49167"
"21.4284";"58.322";"0.96361";"-0.286466";"50.1";"0.463889";"2.06389"
"21.418";"58.496";"1";"-0.397143";"49.6694";"0.81111";"1.79444"
"21.451";"58.194";"1.08528";"-0.429695";"50.908";"1.625";"2.20833"
"21.3982";"57.906";"1.01667";"-0.418844";"52.078";"0.79722";"2.43611"
"21.3704";"57.965";"0.94139";"-0.492629";"51.253";"0.71389";"2.67222"
"21.3414";"58.033";"1.34361";"-0.51216";"51.983";"0.99722";"1.87222"
"21.3583";"57.944";"1.125";"-0.52735";"52.164";"0.80278";"1.62778"
"21.304";"58.415";"1.08556";"-0.53169";"51.2";"1.06389";"1.23889"
"21.2546";"58.46";"1.40417";"-0.481778";"51.8";"1.16111";"0.79444"
"21.2856";"58.513";"1.18167";"-0.479608";"51.711";"0.88889";"1.43889"
"21.2726";"58.637";"1.54028";"-0.54905";"51.4";"1.49444";"1.31111"
"21.3878";"58.234";"1.62972";"-0.49914";"52.686";"0.81667";"1.51389"
"21.4944";"57.945";"1.55611";"-0.54037";"52.806";"0.91111";"1.14167"
"21.3965";"58.065";"0.63583";"-0.54254";"52.208";"0.81944";"1.48889"
"21.1749";"58.892";"1.23667";"-0.59897";"51.506";"-0.097222";"2.25833"
"21.15";"58.83";"1.35194";"-0.62718";"51.853";"1.13611";"2.14167"
"21.2925";"58.311";"1.29889";"-0.62935";"52.094";"0.825";"1.75833"
"21.3069";"58.298";"1.26056";"-0.63803";"52.147";"0.74722";"1.27222"
"21.3038";"58.143";"1.94222";"-0.62718";"52.178";"0.725";"1.56667"
"21.3646";"57.83";"1.45778";"-0.55556";"52.836";"1.29167";"1.79722"
"21.3084";"58.26";"1.36833";"-0.447056";"52.639";"0.875";"1.59167"
"21.3008";"58.605";"1.12944";"-0.468758";"52.083";"1.20556";"1.11667"
"21.3214";"58.618";"1.29694";"-0.51433";"52.953";"1.16111";"1.20833"
"21.1467";"59.05";"1.34333";"-0.494799";"52.839";"0.57222";"1.62778"
"21.01";"59.088";"0.99944";"-0.58377";"52.811";"0.35";"1.09167"
"20.9861";"59.432";"1.45278";"-0.71615";"52.383";"1.23611";"0.65833"
"20.8698";"59.735";"1.01778";"-0.81598";"52.631";"1.175";"0.68889"
"20.8164";"60.194";"1.07889";"-0.88542";"52.2";"1.78611";"1.79444"
"20.8309";"59.98";"0.77694";"-0.94185";"52.575";"0.64167";"0.96111"
"20.8464";"60.013";"1.13806";"-0.98742";"52.7";"0.92778";"1.11389"
"20.8704";"60.385";"0.82528";"-1.00912";"51.242";"0.73056";"0.272222"
"20.8711";"60.233";"0.98806";"-1.06989";"52.006";"0.93333";"1.41389"
"20.8633";"60.543";"0.77083";"-1.05252";"50.592";"1.60556";"1.48611"
"20.8819";"60.503";"1.01";"-1.00912";"51.608";"0.344444";"2.46944"
"20.7112";"60.23";"1.10861";"-1.00912";"52.439";"1.31667";"0.58611"
"20.7448";"60.11";"1.14889";"-1.01563";"52.508";"1.00278";"0.338889"
"20.7224";"60.212";"1.04583";"-1.00261";"52.656";"1.475";"1.38611"
"20.6984";"60.493";"0.71944";"-1.0395";"51.344";"0.138889";"1.71944"
"20.6582";"60.651";"1.14278";"-1.05252";"52.244";"1.15";"1.3"
"20.6712";"60.693";"1.56528";"-1.08291";"52.15";"-0.85556";"2.22778"
"20.627";"61.11";"1.80556";"-1.03516";"51.553";"0.322222";"1.48889"
"20.5827";"61.45";"1.5775";"-0.96789";"50.383";"1.04167";"1.33889"
"20.5167";"61.552";"1.8075";"-0.98091";"50.983";"0.95";"1.1"
"20.5879";"61.727";"1.81222";"-0.98742";"51.15";"0.76944";"0.72222"
"20.4277";"61.982";"1.45889";"-1.03516";"50.122";"0.88056";"1.25833"
"20.3455";"62.254";"1.43194";"-1.0178";"49.3055";"2.38333";"0.305555"
"20.3312";"62.283";"1.8375";"-1.04601";"49.9222";"2.04722";"-0.1"
"20.373";"62.041";"1.44139";"-0.96138";"50.389";"1.94444";"1.64722"
"20.3598";"62.094";"1.24083";"-0.92232";"49.9222";"1.28333";"1.625"
"20.3353";"62.106";"1.23972";"-0.8073";"49.3833";"1.47222";"1.65278"
"20.3388";"62.458";"1.37167";"-0.6185";"48.9333";"0.269444";"2.88333"
"20.3596";"62.174";"1.54361";"-0.108514";"48.8306";"0.71944";"2.00278"
"20.4338";"62.074";"1.13556";"0.416659";"49.6028";"1.03889";"1.90278"
"20.3817";"62.246";"1.30361";"0.97004";"48.7778";"1.59444";"1.51111"
"20.3637";"62.243";"1.43583";"1.7144";"48.9167";"0.180556";"1.98889"
"20.3149";"62.238";"1.36389";"2.59331";"48.6194";"1.15278";"2.35278"
"20.2695";"62.496";"1.02667";"3.84982";"47.7972";"1.10833";"2.26944"
"20.3522";"62.07";"1.19778";"5.0716";"48.5333";"1.11944";"1.38889"
"20.316";"62.454";"1.48";"6.5061";"47.6945";"1.77222";"1.15556"
"20.2465";"62.81";"1.45944";"8.1467";"48.7445";"0.022222";"2.56944"
"20.2075";"62.965";"1.63972";"9.6419";"49.3639";"0.391667";"2.00833"
"20.2721";"63.262";"1.25361";"11.2674";"48.1556";"0.97778";"1.87778"
"20.2329";"63.379";"1.76583";"12.9362";"47.8389";"1.45";"2.12222"
"20.2912";"63.234";"1.80444";"14.7417";"47.8807";"2.03548";"1.27742"
"20.276";"62.924";"1.15306";"16.4366";"48.425";"1.03611";"3.05556"
"20.1901";"63.06";"2.00861";"18.3832";"48.3056";"1.48889";"2.26944"
"20.1899";"63.108";"1.51111";"20.2214";"47.4333";"1.51667";"1.26667"
"20.186";"63.137";"1.79917";"22.1875";"47.225";"0.96667";"2.31667"
"20.1623";"63.367";"1.60111";"24.1623";"46.4305";"0.59722";"2.95"
"20.1013";"63.508";"1.51361";"26.0851";"47.6667";"0.89722";"1.51111"
"20.0961";"63.686";"1.62389";"28.2747";"47.9167";"1.63056";"1.15278"
"20.1042";"63.702";"1.74167";"30.6771";"47.9028";"0.338889";"2.27778"
"20.1912";"63.412";"2.11722";"33.2661";"47.6167";"1.14722";"2.29167"
"20.242";"63.459";"1.91833";"39.5399";"47.8917";"1.03889";"2.05833"
"20.2826";"63.227";"1.4625";"44.3034";"47.7";"1.66389";"1.95833"
"20.3216";"62.588";"1.63056";"47.0551";"48.5314";"1.24857";"1.83714"
"20.3281";"62.362";"1.79917";"49.8437";"49.04";"0.94286";"1.90571"
"20.4262";"62.23";"1.71694";"52.615";"48.1611";"1.6";"1.325"
"20.5078";"62.082";"1.82694";"55.221";"47.8667";"1.20556";"1.22778"
"20.5853";"61.843";"1.69861";"58.121";"47.7111";"1.31944";"2.11667"
"20.6638";"61.515";"2.11778";"60.718";"48.0778";"0.322222";"2.63889"
"20.7487";"61.499";"1.67972";"63.26";"47.5111";"1.88611";"2.11389"
"20.7901";"61.333";"2.19694";"65.534";"47.4528";"0.327778";"2.83333"
"20.9065";"61.232";"2.09972";"67.769";"47.7167";"0.92778";"2.68889"
"21.0822";"60.873";"2.34528";"69.829";"47.3861";"1.14444";"2.10278"
"21.036";"60.385";"1.93";"73.27";"47.2889";"0.90833";"2.61667"
"21.1968";"59.215";"2.51056";"191.647";"48.4917";"1.09722";"2.30278"
"21.3663";"58.565";"2.32972";"279.236";"49.3583";"0.205555";"2.76944"
"21.6072";"57.691";"2.81722";"291.007";"48.8389";"1.025";"1.83056"
"21.434";"57.906";"3.17333";"301.63";"49.8555";"0.96667";"2.12222"
"21.5406";"58.09";"3.5825";"312.925";"48.15";"0.85";"2.38056"
"21.5983";"58.059";"3.37944";"325.412";"48.1222";"1.83056";"1.65"
"21.7062";"57.992";"2.75833";"339.195";"47.9515";"2.66667";"1.54545"
"21.822";"57.645";"3.11694";"352.12";"48.5195";"1.575";"2.73333"
"21.9353";"57.504";"2.98139";"364.609";"48.7389";"0.347222";"3.78333"
"21.9781";"56.811";"2.91889";"377.962";"47.9611";"1.27222";"1.80556"
"22.0781";"56.107";"3.25722";"392.046";"48.725";"1.53611";"1.3"
"22.1788";"55.664";"3.23472";"405.369";"49.4055";"1.63056";"1.01944"
"22.3203";"55.342";"2.7575";"419.325";"50.272";"1.05556";"1.54444"
"22.4614";"54.818";"2.63639";"432.734";"50.331";"1.21944";"1.11667"
"22.5043";"54.368";"3.44444";"444.633";"50.956";"1.29444";"1.41111"
"22.4993";"54.469";"2.71194";"458.924";"51.094";"1.23056";"1.15556"
"22.579";"54.176";"3.2775";"472.552";"51.953";"0.73611";"1.51944"
"22.7719";"53.903";"2.44222";"486.66";"51.675";"0.427778";"2.21667"
"23.0668";"53.043";"2.02361";"498.735";"51.097";"0.68056";"1.36389"
"23.0508";"52.854";"2.94306";"511.36";"52.217";"1.15278";"1.15"
"23.0831";"52.386";"3.14028";"524.39";"52.411";"1.7";"1.00833"
"23.1152";"52.142";"3.61722";"536.56";"52.497";"2.00556";"1.93889"
"23.3804";"51.325";"2.9425";"549.7";"52.292";"1.65";"2.36389"
"23.5783";"50.488";"2.47222";"561.72";"52.961";"1.25";"1.7"
"23.7268";"50.389";"2.67889";"573.22";"53.289";"1.38571";"1.32857"
"23.8615";"49.9351";"2.46972";"585.02";"53.322";"1.41667";"1.41111"
"23.8448";"50.46";"2.1375";"595.82";"52.883";"0.66667";"2.30278"
"23.9898";"49.6606";"3.06417";"606.61";"53.067";"0.91944";"2.44444"
"24.0694";"49.5145";"2.78806";"617.48";"52.908";"0.94722";"1.84167"
"24.0859";"49.025";"2.83444";"629.47";"54.439";"0.75833";"0.63056"
"24.1385";"48.2943";"3.35306";"640.24";"54.294";"1.73889";"0.74444"
"24.0799";"48.2821";"2.92472";"651.47";"55.225";"1.16389";"1.70556"
"24.2591";"47.8767";"2.97611";"662";"53.994";"1.65278";"1.97778"
"24.4017";"47.5069";"2.49833";"672.41";"54.653";"1.48056";"0.85"
"24.4095";"47.1048";"2.945";"684.53";"56.175";"1.59167";"0.98056"
"24.4572";"46.9644";"3.07861";"695.26";"56.389";"1.64722";"0.75556"
"24.6202";"46.6157";"2.69722";"707.47";"56.469";"1.50556";"1.33056"
"24.847";"46.0354";"2.93611";"719.24";"56.828";"1.65833";"1.48889"
"25.0282";"45.6777";"3.25861";"728.65";"57.408";"0.98333";"1.78333"
"25.0612";"45.8767";"2.37556";"738.77";"56.592";"0.8";"2.82778"
"25.1699";"44.686";"2.7075";"750.57";"57.044";"0.96389";"2.25556"
"25.3451";"44.0916";"2.64139";"760.48";"57.344";"1.88333";"1.38056"
"25.258";"44.4186";"3.12944";"770.5";"58.239";"1.89444";"1.10278"
"25.1139";"44.3659";"3.33639";"781.62";"59.3";"1.32222";"1.84444"
"25.1638";"44.4351";"2.81333";"791.51";"59.633";"1.15833";"1.61944"
"25.179";"44.3715";"3.255";"800.8";"59.237";"2.48";"1.51429"
"25.281";"43.9191";"3.585";"812.51";"60.483";"1.43333";"1.11944"
"25.426";"43.2261";"2.63083";"824.07";"61.164";"0.98611";"0.99722"
"25.686";"42.9557";"2.52778";"833.74";"60.667";"1.20556";"1.54444"
"25.8924";"41.7064";"2.76861";"842.87";"62.628";"1.075";"1.46667"
"25.7587";"41.2975";"3.14722";"853.42";"62.683";"0.88056";"1.225"
"25.9967";"40.8659";"2.27333";"863.47";"62.608";"0.88056";"0.88611"
"25.9599";"41.268";"1.94472";"872.01";"63.328";"1.03889";"0.75556"
"26.3796";"41.2335";"1.42944";"880.56";"61.286";"1.03889";"0.875"
"26.9";"39.3898";"1.35611";"889.57";"60.628";"1.54722";"0.98056"
"27.0189";"38.6521";"1.89389";"897.96";"60.528";"0.93611";"2.33333"
"26.7268";"39.536";"1.5625";"905.38";"62.817";"2.53889";"1.80278"
"27.0985";"39.1311";"1.95167";"911.52";"62.969";"1.36389";"1.75556"
"27.2945";"38.4167";"1.27722";"918.02";"63.947";"1.81944";"0.63611"
"27.4601";"38.3316";"1.36083";"924.52";"64.125";"1.16111";"1.78889"
"27.5456";"38.13";"1.33222";"929.83";"63.503";"0.83611";"2.29722"
"27.5258";"36.987";"1.625";"935.72";"65.119";"1.51667";"0.85833"
"27.3453";"37.1662";"1.74139";"942.75";"66.744";"0.144444";"1.97222"
"27.2706";"37.1489";"1.64472";"949.65";"67.844";"0.56111";"1.91389"
"27.5707";"36.6215";"0.50889";"956.13";"67.911";"1.03889";"0.92778"
"28.1372";"35.326";"0.51917";"960.97";"67.917";"1.89722";"0.277778"
"28.1083";"35.946";"0.81611";"967.27";"67.669";"0.90833";"1.21111"
"28.1578";"35.0892";"1.13556";"975.51";"68.989";"0.50833";"1.51111"
"28.4575";"35.0703";"1.06944";"983.98";"68.733";"0.91111";"1.57222"
"28.8661";"33.9093";"1.14694";"988.72";"69.1";"1.11667";"2.01667"
"29.0219";"33.5629";"1.24972";"993.25";"69.975";"0.338889";"1.53611"
"28.8082";"33.3574";"0.82806";"996.93";"71.333";"1.125";"2.4"
"28.4585";"34.02";"1.22111";"1004.05";"73.347";"0.455556";"1.86667"
"28.6376";"33.8646";"0.93";"1011.42";"74.131";"1.625";"0.67222"
"28.8724";"33.4345";"1.62917";"1013.74";"73.533";"1.18056";"1.86389"
"28.5864";"33.7051";"1.29361";"1017.17";"74.164";"2.48611";"1.08056"
"28.7593";"33.8841";"0.73556";"1019.77";"74.056";"1.90833";"1.48333"
"29.2144";"33.0901";"1.33778";"1026.33";"73.317";"0.76667";"2.12222"
"29.3049";"33.0938";"1.33528";"1031.84";"73.639";"0.85";"2.31111"
"29.5336";"33.7446";"1.66278";"1036.07";"72.025";"0.98611";"2.91111"
"29.8592";"32.4922";"0.95472";"1044.19";"73.733";"1.05833";"2.10278"
"29.5833";"32.2148";"1.21083";"1038.02";"75.839";"0.75833";"1.44167"
"29.7602";"33.0158";"1.1675";"1029.59";"74.647";"1.25";"0.77222"
"29.8772";"31.6085";"0.82722";"1027.17";"76.133";"0.68611";"1.18056"
"29.8848";"32.0256";"1.2125";"1028.87";"76.397";"0.419444";"1.14444"
"30.0608";"32.2717";"1.41944";"1035.34";"76.786";"-0.091667";"2.16389"
"30.2993";"32.1669";"1.10194";"1043.62";"77.936";"0.86944";"1.71389"
"30.4225";"31.3637";"0.88194";"1047.12";"79.106";"1.31944";"1.45278"
"30.3446";"31.1111";"0.76778";"1055.28";"80.233";"0.88333";"2.55833"
"30.5655";"31.1235";"1.33222";"1059.94";"79.506";"0.455556";"1.91667"
"30.4175";"30.7237";"1.18944";"1059.84";"80.225";"0.94722";"1.57778"
"30.2593";"30.4924";"0.6425";"1055.26";"81.775";"0.88056";"1.775"
"30.2572";"30.4957";"1.69111";"1057.64";"81.061";"0.319444";"1.66944"
"30.2378";"30.4266";"0.72222";"1054.83";"80.894";"0.78529";"1.68824"
"30.3438";"30.8175";"0.71444";"1056.86";"81.219";"0.68333";"2.09444"
"30.6895";"31.1296";"1.29528";"1042.28";"78.767";"0.93889";"1.82778"
"30.7771";"30.1934";"0.54389";"1047.74";"80.633";"-0.180556";"1.76667"
"31.0929";"29.89";"1.01194";"1046.13";"80.542";"1.39167";"1.67222"
"31.3242";"29.6673";"1.28083";"1049.43";"79.05";"0.85833";"1.66667"
"31.5069";"29.5905";"1.37528";"1049.07";"79.564";"0.333333";"2.39167"
"31.4792";"29.9247";"1.36333";"1039.51";"80.719";"0.70556";"1.26944"
"31.4392";"29.5916";"1.29333";"1041.73";"79.342";"0.91944";"1.65278"
"31.2096";"29.5441";"1.09667";"1048.19";"80.419";"1.55";"1.75"
"31.3168";"29.6957";"0.9";"1049.06";"79.7";"0.022222";"1.81111"
"31.0319";"29.9499";"1.50278";"1048.05";"79.811";"1.65833";"0.73889"
"31.2826";"29.7201";"1.78861";"1047.93";"78.611";"1.01111";"1.69444"
"31.4021";"29.7261";"1.14972";"1047.2";"78.553";"0.483333";"1.96111"
"31.4434";"29.7422";"1.08778";"1038.41";"78.263";"0.69714";"1.53143"
"31.4564";"29.8016";"0.92639";"1037.53";"79.578";"1.64722";"0.88056"
"31.7954";"29.2062";"1.12139";"1031.11";"78.711";"0.35";"2.28056"
"31.7368";"29.1591";"1.01972";"1032.99";"80.253";"1.63611";"1.425"
"31.8227";"29.0423";"1.19278";"1035.91";"79.486";"0.81111";"1.66944"
